user_id,movie_id
0,60405
0,13192
0,25979
0,554386
0,20575
0,738215
0,46929
0,348089
0,731971
0,769234
0,22724
0,435011
0,863291
0,63513
0,109288
0,114955
0,79931
1,531145
1,84993
1,314065
1,270303
1,10349
1,591274
1,480733
1,28910
1,4232
1,39261
1,16180
1,769364
1,477462
1,32652
1,751237
1,548859
1,34288
1,14228
1,28073
1,72571
1,19912
1,29402
1,440021
1,296065
1,14456
1,537788
1,10972
1,41446
1,18801
2,508664
2,16514
2,197
2,2024
2,10839
2,339259
2,152760
2,12100
2,647063
2,16638
2,13813
2,13210
2,193756
2,531876
2,300671
2,429351
2,855
2,14433
2,468362
2,31642
2,316152
2,18712
2,105945
2,10590
3,409164
3,10929
3,546121
3,41827
3,438436
3,314420
3,9030
3,64720
3,25073
3,409056
3,157115
3,9782
3,362826
3,400710
4,7006
4,63207
4,44678
4,780609
4,10263
4,608195
4,697799
4,131689
4,70386
4,351460
4,10836
4,9033
4,463364
4,29242
4,621151
4,28635
4,11980
4,928015
4,501170
4,21970
4,440597
4,46261
4,11428
4,35977
4,9011
5,50652
5,12536
5,19458
5,308715
5,115626
5,881500
5,89185
5,14008
5,238466
5,28601
5,46127
5,550020
5,300441
5,56195
6,306943
6,11624
6,716706
6,9267
6,5066
6,43128
6,8274
6,7553
6,11949
6,1559
6,12154
6,431530
6,72890
6,10426
6,4258
6,15596
6,168027
6,37296
6,9557
6,30128
6,14425
6,647265
6,16511
6,406668
6,10338
7,7445
7,467952
7,25318
7,3536
7,8007
7,21366
7,41597
7,16869
7,296523
7,75363
7,17744
7,405775
7,345009
7,37684
7,42737
7,334522
7,334517
7,21735
7,351339
7,12162
7,162215
7,23924
7,48243
7,2253
8,32030
8,30114
8,8592
8,20278
8,23194
8,13335
8,77067
8,17610
8,16972
8,11570
8,3049
8,37565
8,11609
8,16652
8,5683
8,399174
8,2989
8,22733
8,9896
8,134
8,210860
8,14342
8,28981
8,27472
8,9285
8,9396
8,11575
8,13532
8,18905
8,9637
9,336313
9,11469
9,296100
9,512200
9,5227
9,830896
9,405314
9,585511
9,11024
9,425909
9,14506
9,14728
9,526
9,23685
9,12105
9,762
9,116745
9,493529
9,798286
9,6116
9,20312
9,11828
9,47533
9,223702
10,5653
10,339380
10,506528
10,821881
10,460070
10,1689
10,8588
10,245700
10,68730
10,42564
10,964980
10,21641
10,298582
10,314365
10,1165
10,31767
10,11499
10,872585
10,152532
11,58971
11,790249
11,10477
11,398289
11,380669
11,312221
11,12253
11,659444
11,58975
11,39002
11,22167
11,436932
11,257747
11,76544
11,42517
11,11951
11,658009
11,474214
11,23916
11,5334
11,209738
11,96721
11,8409
11,5920
11,59440
12,6643
12,11259
12,44853
12,17496
12,34444
12,42201
12,506281
12,41807
12,24266
12,28484
12,4476
12,17382
12,11145
12,26596
12,698508
12,42640
12,21355
13,16072
13,10142
13,16914
13,31037
13,424
13,14574
13,13783
13,38646
13,43443
13,14905
13,13524
13,27123
13,205
13,472553
13,885110
13,11202
13,8929
13,31890
13,127372
13,5902
13,3683
13,25405
13,504949
13,8741
13,9665
13,10705
13,27461
13,826
14,135858
14,75822
14,75834
14,511343
14,11188
14,14863
14,61717
14,877703
14,231474
14,19543
14,37404
14,5764
14,75826
14,70811
14,225925
14,21864
14,50468
14,26883
14,9288
15,648579
15,256092
15,20682
15,268920
15,112205
15,449562
15,1969
15,10694
15,412988
15,41586
15,14603
15,8348
15,4638
15,47354
15,10034
15,19017
15,238713
15,417644
15,136795
15,10723
15,10189
15,12085
15,290250
15,8285
15,32081
15,15120
15,11078
15,39180
15,38322
15,96
16,331313
16,456750
16,10117
16,412547
16,168530
16,614930
16,11286
16,35463
16,9262
16,18257
16,44147
16,16214
16,267193
16,22434
16,9595
16,455980
16,19803
16,24231
16,87826
16,323675
17,17744
17,7445
17,75363
17,3482
17,405775
17,334522
17,162215
17,296523
17,22404
17,334517
17,762433
17,6106
17,25318
17,44043
17,351339
17,41597
17,23924
17,502
17,48243
17,2253
17,21735
17,37684
17,42737
17,3536
17,252178
18,17641
18,921655
18,293
18,13841
18,62837
18,227735
18,51043
18,289891
18,37920
18,17345
18,30177
18,23438
18,37932
19,308639
19,8046
19,30588
19,14390
19,10589
19,45324
19,16723
19,27716
19,85889
19,159770
19,9879
19,177494
19,509874
19,10147
19,9277
19,1574
19,308266
19,12489
19,15670
19,12407
19,741228
19,541305
19,10433
19,282984
19,340275
19,12770
19,46934
19,12079
19,4912
20,44625
20,37062
20,723419
20,424121
20,335866
20,934131
20,16175
20,539181
20,15052
20,30162
20,29143
20,284457
20,8968
21,20325
21,13320
21,28293
21,1496
21,35032
21,2769
21,51333
21,94478
21,9429
21,42618
22,25196
22,42121
22,12637
22,243683
22,17915
22,14024
22,9762
22,25665
22,17820
22,41592
22,76115
22,417261
22,585244
22,26701
22,29572
22,43350
22,9816
22,85373
22,33710
22,824
22,446289
23,183
23,1878
23,8326
23,55731
23,25059
23,962
23,10956
23,4538
23,12310
23,88005
23,42448
23,7364
23,11040
23,232572
23,421
23,10188
23,881209
23,463257
23,17379
23,58048
23,14749
23,864
23,36049
23,11212
23,254375
23,9681
23,21755
23,371645
24,412547
24,15531
24,10905
24,513691
24,11937
24,337663
25,9488
25,10022
25,576040
25,308531
25,26258
25,65137
25,592834
25,32302
25,10054
25,20483
25,12279
25,14560
25,11335
25,11370
25,726739
25,40508
26,43837
26,333386
26,538225
26,82633
26,980
26,558582
26,338766
26,5927
26,264656
26,4512
26,288
26,29005
26,3110
26,5917
26,922
26,18264
26,438145
26,20442
26,68718
26,12584
26,57120
26,11901
26,19049
26,43260
27,11623
27,901385
27,273271
27,588064
27,238615
27,531309
27,458305
27,406240
27,243940
27,63
27,428948
27,1090
27,37686
27,10153
27,431
27,180
27,675319
27,22824
27,500921
27,478528
27,437
28,277217
28,39346
28,63700
28,852096
28,527435
28,11708
28,20910
28,10137
28,420814
28,38745
28,10488
28,381289
28,335795
28,624963
28,12129
28,2897
28,450509
28,499701
28,181533
28,24100
29,38500
29,40168
29,753453
29,231001
29,10065
29,24038
29,29235
29,8769
29,24124
29,287524
29,592230
29,19551
29,26954
29,283445
29,24655
29,10285
29,8852
29,4457
29,26811
29,46420
29,51442
29,201085
29,157547
29,501851
29,343750
29,758769
29,18477
30,984
30,273481
30,17263
30,10877
30,438650
30,430040
30,346808
30,16450
30,336004
30,359412
30,11018
30,20676
30,531593
30,249070
30,400535
30,106747
30,54445
30,26172
30,66193
30,564149
30,1035806
30,315
30,818397
30,278924
30,26789
30,471014
30,11808
31,464502
31,79548
31,84336
31,439201
31,372490
31,803923
31,513413
31,215881
31,304372
31,93394
31,2246
31,340677
31,438435
31,764835
31,13538
31,2990
31,356842
31,10429
31,9623
31,308032
31,157849
31,283384
31,446807
31,500899
31,39246
31,522892
32,46528
32,9785
32,9495
32,23629
32,448095
32,10546
32,834
32,1250
32,20533
32,277
32,321621
32,10052
32,71676
32,8884
32,1036561
33,27653
33,13179
33,560057
33,10191
33,441130
33,9016
33,19042
33,776835
33,28476
33,588921
33,26672
33,10539
33,10150
33,24556
34,507441
34,40041
34,340837
34,472591
34,762504
34,378018
34,30202
34,327253
34,57876
34,1091
34,26912
34,443319
34,579047
34,26865
34,2666
34,126889
34,59115
34,17110
34,9424
34,281979
34,24580
34,27361
35,955
35,628900
35,1370
35,299054
35,21876
35,646389
35,10999
35,476669
35,52451
35,5551
35,682
35,36669
35,10538
35,10550
35,46541
35,49021
35,22832
35,7451
35,35632
35,20681
35,10586
35,714
35,36557
35,667
35,657
35,15074
35,36670
35,138103
35,15379
36,24264
36,666750
36,1930
36,9954
36,32985
36,9610
36,226672
36,205584
36,23047
36,9626
36,27551
36,9703
36,297762
36,34637
36,564
36,102382
36,10473
36,274854
36,453395
36,22
36,1734
37,419430
37,10988
37,412766
37,82657
37,12597
37,43552
37,10576
37,740925
37,198210
37,11427
37,400411
37,77677
37,29852
37,807356
37,5857
37,32076
37,27253
37,505058
37,521029
37,43089
37,576845
37,643550
37,49365
37,82507
37,11348
37,135670
37,44040
37,10225
37,439015
38,411741
38,441
38,9310
38,653606
38,65057
38,376660
38,12560
38,318121
38,295490
38,1550
38,318846
38,18402
38,823754
38,8669
38,82618
38,15395
38,1548
38,315664
38,10611
38,396810
38,518452
38,44946
38,21301
38,624899
38,14585
38,7350
38,43923
38,2056
38,9382
38,249
39,25388
39,581032
39,40140
39,157336
39,399360
39,1956
39,18635
39,86834
39,17538
39,8358
39,11120
39,10339
40,651
40,32110
40,24408
40,914
40,44775
40,198
40,10313
40,36498
40,515001
40,11519
40,20051
40,31918
40,19382
40,33258
40,10368
40,256962
40,22999
40,45522
40,3063
40,279641
40,354287
40,9660
40,37853
41,297596
41,423377
41,71859
41,1988
41,172803
41,1945
41,25504
41,381064
41,318
41,2575
41,426258
41,157825
41,32029
42,19201
42,38006
42,18979
42,171424
42,580
42,397981
42,185460
42,55784
42,34480
42,28681
42,12707
42,9392
42,9360
42,578
42,403119
42,67822
42,31703
43,2291
43,24103
43,287424
43,7454
43,575776
43,8408
43,632304
43,1923
43,10299
43,41402
43,35280
43,516329
43,102283
43,530385
43,27517
43,1842
43,270221
43,537476
43,25508
43,680593
43,16154
43,325302
43,2637
43,418078
43,28436
44,3933
44,26682
44,672647
44,510938
44,44334
44,465136
44,339148
44,261375
44,599521
44,19375
44,609734
44,105885
44,15668
44,18283
45,16174
45,601
45,317190
45,407451
45,14821
45,24793
45,10372
45,20196
45,53105
45,74849
45,1884
46,1677
46,33473
46,16620
46,3902
46,86829
46,17917
46,1125
46,42232
